,ImageFiles,Show Attend And Tell,Decoupled Novel Object Captioner,Novel Object Captioner,YOLO9000,SAT_YOLO9000_SF,DNOC_YOLO9000_SF,NOC_YOLO9000_SF,SAT_WC,DNOC_WC,NOC_WC,SAT_simil,NOC_simil,DNOC_simil,YOLO_WC,ssd_512_resnet50_v1_voc,ssd_voc,ssd_512_resnet50_v1_coco,ssd_coco,yolo3_darknet53_coco,yolo3_coco,center_net_resnet18_v1b_coco,center_coco,center_net_resnet18_v1b_voc,center_voc,yolo3_darknet53_voc,yolo3_voc,SAT_SSD_VOC_SF,SAT_SSD_COCO_SF,NOC_SSD_VOC_SF,NOC_SSD_COCO_SF,DNOC_SSD_VOC_SF,DNOC_SSD_COCO_SF,SAT_yolo3_VOC_SF,SAT_yolo3_COCO_SF,NOC_yolo3_VOC_SF,NOC_yolo3_COCO_SF,DNOC_yolo3_VOC_SF,DNOC_yolo3_COCO_SF,SAT_center_net_VOC_SF,SAT_center_net_COCO_SF,NOC_center_net_VOC_SF,NOC_center_net_COCO_SF,DNOC_center_net_VOC_SF,DNOC_center_net_COCO_SF,MRCNN,sat_un_count,dnoc_un_count,noc_un_count,mrcnn_un_count,SF_SAT_MRCNN,SF_DNOC_MRCNN,SF_NOC_MRCNN
126,b00000331_21i57n_20150518_001044e.jpg,"['group', 'table', 'wine']","['man', 'table', 'wine', 'glass']","['man', 'kitchen', 'plate', 'food']","['drunkard', ' carboy', ' vintner', ' wineglass', ' wineglass', ' butter knife', ' furnishing']",0.17738,0.324,0.2458,3,4,4,0.41388,0.567,0.43014,7,"['person', 'person', 'diningtable']",3,"['wine glass', 'person', 'person', 'wine glass', 'person', 'person', 'knife', 'bottle', 'bottle', 'dining table']",10,"['person', 'bottle', 'wine glass', 'wine glass', 'bottle', 'bowl', 'person', 'knife']",8,"['person', 'wine glass', 'bottle', 'wine glass']",4,"['diningtable', 'diningtable', 'diningtable', 'person', 'diningtable', 'diningtable', 'diningtable', 'diningtable', 'diningtable', 'bottle']",10,"['person', 'bottle']",2,0.40587,0.23726,0.45577,0.30019,0.43713,0.36376,0.57969,0.27548,0.58352,0.36095,0.70304,0.4494,0.17391,0.56881,0.23341,0.66033,0.28121,0.90989,"['wine glass', 'person', 'wine glass', 'bottle', 'bottle', 'person', 'dining table', 'person', 'knife', 'bowl', 'wine glass']",3,4,4,6,0.32875,0.64998,0.53182
127,b00000331_21i57n_20150525_210616e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'food']","['vintner', ' peddler', ' teacher', ' pot', ' farmhand', ' grandfather']",0.07306,0.14386,0.14386,2,3,3,0.21919,0.28772,0.28772,6,"['person', 'person', 'person', 'diningtable', 'person', 'cat']",6,"['person', 'person', 'person', 'person', 'dining table', 'person', 'chair', 'bottle', 'bowl', 'bowl']",10,"['person', 'person', 'bowl', 'dining table', 'person', 'person', 'bowl', 'spoon', 'chair', 'cup', 'chair', 'person', 'chair', 'chair']",14,"['person', 'person', 'person']",3,"['person', 'diningtable', 'person', 'person']",4,"['person', 'person', 'person', 'bottle', 'diningtable', 'person']",6,0.14243,0.12251,0.24209,0.20356,0.24209,0.20356,0.14183,0.09053,0.24121,0.14445,0.24121,0.14445,0.19881,0.26508,0.3245,0.43267,0.3245,0.43267,"['person', 'person', 'person', 'person', 'dining table', 'bowl', 'person', 'chair', 'bottle', 'bottle', 'chair', 'bowl', 'chair', 'potted plant', 'bottle', 'chair']",2,3,3,6,0.14599,0.35383,0.35383
128,b00000332_21i57n_20150518_001111e.jpg,"['man', 'table', 'glass', 'wine']","['man', 'table', 'wine', 'glass']","['kitchen', 'counter', 'top', 'table']","['wineglass', ' panelist', ' beer drinker', ' wineglass', ' wineglass', ' butter knife', ' dinner table']",0.41806,0.41806,0.30381,4,4,4,0.7316,0.7316,0.53166,7,"['person', 'diningtable', 'person', 'bottle', 'bottle']",5,"['person', 'bottle', 'bottle', 'knife', 'wine glass', 'person', 'dining table', 'person']",8,"['bottle', 'person', 'person', 'wine glass', 'bottle', 'bowl', 'knife', 'wine glass']",8,"['wine glass', 'person', 'bottle']",3,"['diningtable', 'person', 'diningtable', 'diningtable', 'diningtable', 'diningtable']",6,"['person', 'bottle', 'person', 'bottle', 'diningtable']",5,0.56243,0.44651,0.36763,0.35129,0.56243,0.44651,0.56243,0.4494,0.36763,0.31229,0.56243,0.4494,0.29142,0.8931,0.21983,0.57125,0.29142,0.8931,"['wine glass', 'person', 'bottle', 'bottle', 'dining table', 'person', 'cup', 'person', 'bowl', 'knife', 'wine glass']",4,4,4,7,0.59749,0.59749,0.37915
129,b00000333_21i57n_20150525_210734e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'food']","['vintner', ' taster', ' director', ' very important person', ' taster', ' broccoli']",0.12849,0.25372,0.25372,2,3,3,0.38546,0.50744,0.50744,6,"['person', 'diningtable', 'person', 'person', 'person', 'person']",6,"['person', 'person', 'person', 'dining table', 'person']",5,"['person', 'person', 'person', 'person', 'person', 'bottle', 'dining table']",7,"['person', 'person', 'person', 'dining table']",4,"['person', 'person', 'diningtable', 'person', 'person', 'person']",6,"['person', 'person', 'person', 'person', 'diningtable', 'person', 'bottle']",7,0.13254,0.24312,0.21633,0.38924,0.21633,0.38924,0.12068,0.1666,0.2038,0.27351,0.2038,0.27351,0.13254,0.32279,0.21633,0.51527,0.21633,0.51527,"['person', 'person', 'person', 'person', 'person', 'chair', 'dining table', 'cup', 'bottle', 'bottle', 'bowl', 'cup', 'bowl', 'bottle', 'bottle', 'cup', 'bottle']",2,3,3,6,0.12131,0.3325,0.3325
130,b00000335_21i57n_20150525_210842e.jpg,"['group', 'table']","['group', 'table', 'bicycle']","['group', 'table', 'food']","['panelist', ' director', ' retiree', ' teacher', ' taster']",0.12452,0.17696,0.19787,2,3,3,0.31129,0.29493,0.32978,5,"['person', 'person', 'person', 'person', 'diningtable', 'person']",6,"['person', 'person', 'person', 'person', 'dining table', 'person']",6,"['person', 'person', 'person', 'person', 'person', 'bottle', 'bowl', 'dining table', 'person', 'bottle', 'cup', 'chair']",12,"['person', 'person', 'person', 'person', 'person']",5,"['person', 'person', 'person', 'person', 'person', 'person']",6,"['person', 'person', 'person', 'person', 'person', 'bottle', 'bottle']",7,0.13254,0.19289,0.21633,0.30953,0.21023,0.2899,0.12266,0.09857,0.21251,0.16539,0.20251,0.15394,0.13254,0.15905,0.21633,0.2596,0.21023,0.25228,"['person', 'person', 'person', 'person', 'person', 'person', 'bottle', 'bottle', 'potted plant', 'dining table', 'bottle', 'cup', 'cup', 'bottle', 'bowl']",2,3,3,6,0.06684,0.19375,0.26975
131,b00000337_21i57n_20150525_210954e.jpg,"['group', 'table']","['group', 'table', 'bicycle']","['group', 'table', 'glass']","['peddler', ' Ethiopian', ' employer', ' employer', ' teacher', ' grandfather', ' teacher', ' camp chair']",0.11043,0.18329,0.15624,2,3,3,0.44174,0.48878,0.41664,8,"['person', 'person', 'person', 'person', 'person', 'chair']",6,"['person', 'person', 'person', 'dining table', 'chair', 'person', 'person', 'bottle', 'chair']",9,"['person', 'person', 'person', 'person', 'chair', 'dining table', 'person', 'bottle']",8,"['person', 'person', 'person']",3,"['person', 'person', 'person', 'diningtable']",4,"['person', 'person', 'person', 'person', 'person', 'bottle']",6,0.15691,0.14085,0.22356,0.22002,0.24932,0.21799,0.14079,0.15402,0.22212,0.24075,0.22846,0.23733,0.19881,0.26508,0.2759,0.36786,0.31534,0.42046,"['person', 'person', 'person', 'chair', 'person', 'dining table', 'chair', 'person', 'chair', 'potted plant', 'chair', 'chair', 'cup', 'chair', 'bottle', 'person', 'cup', 'cup', 'chair', 'chair']",2,3,3,6,0.13875,0.32701,0.42979
132,b00000338_21i57n_20150525_211030e.jpg,"['group', 'table']","['group', 'table', 'bicycle']","['group', 'table', 'umbrella']","['tribesman', ' peddler', ' grandfather', ' pot', ' employer', ' director']",0.10069,0.17655,0.17081,2,3,3,0.30208,0.3531,0.34162,6,"['person', 'person', 'person', 'person', 'chair', 'person']",6,"['person', 'person', 'chair', 'person', 'person', 'person', 'dining table', 'person', 'bottle', 'person']",10,"['person', 'person', 'person', 'person', 'chair', 'person', 'dining table', 'chair', 'fork']",9,"['person', 'person', 'person']",3,"['person', 'person']",2,"['person', 'person', 'person', 'person', 'chair', 'person', 'bottle', 'person']",8,0.15691,0.11561,0.23744,0.17273,0.24932,0.17896,0.11899,0.14184,0.18309,0.21524,0.19204,0.22371,0.39762,0.26508,0.38606,0.38606,0.42046,0.42046,"['person', 'person', 'chair', 'chair', 'person', 'person', 'person', 'dining table', 'person', 'bottle', 'chair', 'cup', 'bottle', 'potted plant']",2,3,3,6,0.13875,0.32701,0.32254
133,b00000339_21i57n_20150518_001423e.jpg,"['man', 'table', 'glass', 'wine']","['man', 'video', 'game', 'living', 'room']","['man', 'shirt', 'shirt', 'photo']","['drunkard', ' wineglass', ' vintner', ' magnum']",0.39738,0.04234,0.10213,4,5,4,0.39738,0.04234,0.10213,4,"['person', 'bottle', 'person']",3,"['person', 'person', 'bottle', 'person', 'bottle']",5,"['person', 'wine glass', 'bottle', 'bottle']",4,['person'],1,['person'],1,['person'],1,0.64182,0.53743,0.48441,0.39274,0.576,0.55993,0.43713,0.8601,0.39755,0.44581,0.57269,0.45121,0.43713,0.43713,0.39755,0.39755,0.57269,0.57269,"['person', 'bird', 'wine glass', 'bottle', 'bottle', 'person', 'person', 'cup', 'bottle', 'traffic light', 'carrot']",4,5,3,7,0.55286,0.29257,0.17986
134,b00000339_21i57n_20150525_211112e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'laptop']","['vintner', ' retiree', ' settler', ' kin', ' metropolitan']",0.07671,0.13694,0.08361,2,3,3,0.19177,0.22823,0.13936,5,"['person', 'person', 'person', 'diningtable', 'person', 'person', 'person']",7,"['person', 'person', 'person', 'dining table', 'person', 'cup', 'bottle', 'cup']",8,"['person', 'person', 'person', 'dining table', 'bottle', 'person', 'person', 'cup', 'bowl', 'person', 'chair', 'bottle']",12,"['person', 'person', 'person', 'person', 'dining table']",5,"['person', 'person', 'person', 'person', 'diningtable']",5,"['person', 'person', 'bottle', 'diningtable', 'person', 'bottle', 'person']",7,0.11361,0.14796,0.17789,0.21874,0.18543,0.25195,0.12241,0.09857,0.19432,0.14709,0.21432,0.16539,0.15905,0.24312,0.24905,0.35382,0.2596,0.38924,"['person', 'person', 'person', 'person', 'dining table', 'bottle', 'bottle', 'person', 'remote', 'bowl', 'bottle', 'cup', 'cup', 'bowl']",2,3,3,6,0.08932,0.29857,0.23962
135,b00000340_21i57n_20150525_211155e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'cake']","['peddler', ' settler', ' retiree', ' taster', ' grandfather', ' taster', ' settler']",0.05014,0.09452,0.09146,2,3,3,0.1755,0.22055,0.2134,7,"['person', 'person', 'person', 'person', 'person', 'diningtable']",6,"['person', 'person', 'dining table', 'person', 'person', 'person', 'bottle', 'person']",8,"['person', 'person', 'person', 'person', 'bowl', 'dining table', 'bottle', 'person', 'cup', 'person', 'bottle', 'bottle']",12,"['person', 'person', 'person', 'dining table', 'person']",5,"['person', 'person', 'diningtable', 'person', 'person']",5,"['person', 'person', 'diningtable', 'person', 'person', 'person']",6,0.13254,0.14073,0.20555,0.22096,0.21633,0.23092,0.13254,0.09192,0.20555,0.16028,0.21633,0.15958,0.15905,0.24312,0.24666,0.37001,0.2596,0.38924,"['person', 'person', 'person', 'person', 'person', 'dining table', 'bowl', 'bottle', 'cup', 'cup', 'bottle', 'person', 'person', 'remote', 'bottle', 'cup', 'cup']",2,3,3,6,0.08932,0.29857,0.34085
136,b00000341_21i57n_20150518_001518e.jpg,"['man', 'woman', 'cell', 'phone']","['man', 'room', 'bird']","['man', 'shirt', 'shirt', 'shirt', 'photo']","['employer', ' wineglass', ' drunkard', ' hairdresser']",0.31766,0.2261,0.20052,4,3,5,0.31766,0.30146,0.20052,4,"['person', 'person', 'person']",3,"['person', 'person', 'person']",3,['person'],1,[],0,"['person', 'sofa', 'sofa', 'sofa']",4,['person'],1,0.56793,0.56793,0.36251,0.36251,0.58812,0.58812,0.56793,0.56793,0.36251,0.36251,0.58812,0.58812,0.38522,0,0.36961,0,0.41921,0,"['person', 'person', 'person', 'cup', 'cup']",4,3,3,2,0.70869,0.67933,0.61685
137,b00000341_21i57n_20150525_211232e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'food']","['hairdresser', ' peddler', ' settler', ' retiree', ' pot']",0.09727,0.18712,0.18712,2,3,3,0.24317,0.31186,0.31186,5,"['person', 'person', 'person', 'person', 'person', 'diningtable']",6,"['person', 'person', 'person', 'dining table', 'person', 'bowl', 'person', 'bottle']",8,"['person', 'person', 'person', 'person', 'person', 'dining table', 'bottle', 'bowl', 'bottle', 'cup']",10,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'bottle', 'person', 'person', 'bottle', 'person', 'chair', 'diningtable', 'bottle']",10,0.13254,0.14772,0.21633,0.24751,0.21633,0.24751,0.09542,0.11472,0.16179,0.19774,0.16179,0.19774,0.19881,0.19881,0.3245,0.3245,0.3245,0.3245,"['person', 'person', 'person', 'person', 'person', 'dining table', 'bottle', 'bottle', 'remote', 'bottle', 'bowl', 'cup', 'bottle', 'bowl', 'cup', 'bottle', 'bottle']",2,3,3,6,0.08932,0.29857,0.29857
138,b00000343_21i57n_20150518_001620e.jpg,"['man', 'shirt', 'picture']","['man', 'table', 'dining', 'table']","['woman', 'kitchen', 'window']","['hairdresser', ' Erlenmeyer flask', ' vintner', ' dinner table']",0.23394,0.56796,0.30556,3,4,3,0.31193,0.56796,0.40741,4,"['person', 'person']",2,"['person', 'person', 'laptop']",3,"['person', 'person', 'dining table']",3,"['person', 'person']",2,"['person', 'person']",2,"['person', 'person', 'diningtable']",3,0.48216,0.507,0.45816,0.51342,0.43555,0.45654,0.48216,0.49405,0.45816,0.67136,0.43555,0.85157,0.48216,0.48216,0.45816,0.45816,0.43555,0.43555,"['person', 'person', 'dining table']",3,3,3,2,0.61489,0.60749,0.59431
139,b00000343_21i57n_20150525_211354e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'bunch']","['Timorese', ' vintner', ' retiree', ' reader', ' manageress', ' taster']",0.02415,0.05825,0.04143,2,3,3,0.07244,0.11649,0.08285,6,"['person', 'person', 'diningtable', 'person', 'person', 'person', 'person']",7,"['person', 'person', 'person', 'person', 'person', 'dining table', 'person', 'bottle', 'cup', 'cup', 'person', 'cup']",12,"['person', 'cup', 'person', 'person', 'person', 'person', 'cup', 'dining table', 'bottle', 'person', 'cup', 'bottle', 'cup']",13,"['person', 'person', 'person']",3,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'person', 'person', 'person', 'diningtable', 'bottle', 'bottle']",9,0.11361,0.09202,0.18235,0.14525,0.18543,0.15693,0.09523,0.0825,0.15582,0.13191,0.1637,0.14407,0.19881,0.26508,0.31911,0.42548,0.3245,0.43267,"['person', 'person', 'person', 'person', 'person', 'person', 'bottle', 'dining table', 'person', 'cup', 'bottle', 'bottle', 'cup', 'chair', 'bowl', 'bottle', 'donut', 'bottle', 'bottle', 'donut', 'chair', 'donut', 'bowl']",2,3,3,7,0.06989,0.26679,0.20884
140,b00000344_21i57n_20150518_001650e.jpg,"['man', 'table', 'glass', 'wine']","['man', 'table', 'wine', 'glass']","['man', 'kitchen', 'window']","['beer drinker', ' director', ' wineglass', ' carboy', ' vintner', ' butter knife']",0.44005,0.44005,0.20789,4,4,3,0.66007,0.66007,0.41577,6,"['person', 'diningtable', 'person', 'person']",4,"['person', 'person', 'wine glass', 'cup', 'bottle', 'wine glass', 'person', 'bottle', 'dining table']",9,"['bottle', 'cup', 'person', 'wine glass', 'person', 'bottle', 'wine glass', 'person', 'dining table', 'cell phone', 'bowl']",11,"['person', 'dining table']",2,"['person', 'diningtable', 'diningtable', 'diningtable', 'diningtable', 'diningtable']",6,"['person', 'person', 'diningtable']",3,0.43713,0.40905,0.33567,0.22075,0.43713,0.40905,0.43713,0.32832,0.44756,0.18438,0.43713,0.32832,0.29142,0.74909,0.22378,0.6858,0.29142,0.74909,"['person', 'dining table', 'bottle', 'wine glass', 'wine glass', 'person', 'person', 'cup', 'cell phone', 'bowl', 'traffic light', 'bird', 'bottle', 'wine glass', 'spoon']",4,4,3,10,0.4346,0.4346,0.11361
141,b00000345_21i57n_20150518_001718e.jpg,"['group', 'table']","['kitchen', 'person', 'person']","['man', 'kitchen', 'window']","['wineglass', ' panelist', ' teacher', ' carafe', ' drunkard', ' butter knife', ' dinner table']",0.1454,0.24195,0.23932,2,3,3,0.5089,0.56456,0.55841,7,"['person', 'person', 'diningtable', 'bottle', 'bottle']",5,"['cup', 'person', 'person', 'bottle', 'bottle', 'person', 'wine glass', 'dining table', 'wine glass']",9,"['person', 'bottle', 'cup', 'person', 'wine glass', 'bottle', 'wine glass', 'wine glass', 'person', 'bowl']",10,"['person', 'person', 'bottle']",3,"['person', 'person', 'diningtable', 'diningtable', 'diningtable']",5,"['person', 'bottle', 'person', 'diningtable']",4,0.16275,0.1265,0.31343,0.22075,0.45077,0.23821,0.21422,0.09545,0.39394,0.18345,0.63856,0.19226,0.15905,0.28563,0.26853,0.52526,0.53237,0.85141,"['person', 'person', 'bottle', 'person', 'wine glass', 'wine glass', 'bottle', 'dining table', 'cup', 'wine glass', 'knife', 'traffic light']",2,2,3,7,0.03612,0.15885,0.22941
142,b00000345_21i57n_20150525_211519e.jpg,"['group', 'building']","['man', 'woman', 'chair']","['man', 'bench', 'man']","['very important person', ' pot', ' employer', ' kuvasz']",0.25822,0.428,0.3997,2,3,3,0.51645,0.57066,0.53293,4,"['person', 'chair', 'person', 'pottedplant']",4,"['chair', 'person', 'person', 'person']",4,"['person', 'person']",2,[],0,"['person', 'person']",2,"['person', 'person', 'chair']",3,0.21724,0.21578,0.44745,0.43979,0.56616,0.54226,0.28965,0.39541,0.5966,0.5213,0.75488,0.59347,0.39541,0,0.5213,0,0.59347,0,"['person', 'person', 'person', 'person', 'chair', 'chair', 'potted plant']",2,3,2,3,0.27285,0.78593,0.46524
143,b00000346_21i57n_20150525_211600e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'food']","['peddler', ' very important person', ' grandfather', ' teacher', ' dad']",0.16715,0.29714,0.29714,2,3,3,0.41788,0.49524,0.49524,5,"['person', 'person', 'person', 'person', 'person', 'person']",6,"['person', 'person', 'person', 'person', 'dining table', 'person', 'bottle', 'person']",8,"['person', 'person', 'person', 'dining table', 'bowl', 'person', 'bowl']",7,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'diningtable', 'person']",5,"['person', 'person', 'person', 'person', 'person', 'diningtable']",6,0.13254,0.14073,0.21633,0.23092,0.21633,0.23092,0.13254,0.17307,0.21633,0.29123,0.21633,0.29123,0.15905,0.19881,0.2596,0.3245,0.2596,0.3245,"['person', 'person', 'person', 'person', 'bowl', 'dining table', 'cup', 'person', 'bowl', 'bottle', 'cup', 'bowl', 'cup', 'bottle']",2,3,3,5,0.10492,0.33559,0.33559
144,b00000347_21i57n_20150525_211634e.jpg,"['group', 'table', 'food']","['group', 'table', 'food']","['group', 'table', 'plate', 'food']","['vintner', ' certified public accountant', ' schoolchild', ' taster', ' grandfather']",0.18772,0.18772,0.21889,3,3,4,0.31286,0.31286,0.27361,5,"['person', 'person', 'person', 'person', 'diningtable', 'person']",6,"['person', 'dining table', 'person', 'person', 'person', 'bowl', 'bottle', 'chair', 'bowl']",9,"['person', 'dining table', 'person', 'person', 'person', 'bowl', 'bowl', 'bottle', 'cup']",9,"['person', 'person', 'person', 'dining table']",4,"['person', 'person', 'person', 'diningtable', 'person']",5,"['person', 'person', 'person', 'diningtable', 'person', 'bottle', 'bottle', 'chair']",8,0.21633,0.23092,0.27947,0.32405,0.21633,0.23092,0.20519,0.22481,0.28257,0.32145,0.20519,0.22481,0.2596,0.51527,0.33536,0.6691,0.2596,0.51527,"['person', 'person', 'person', 'person', 'dining table', 'bottle', 'bowl', 'bottle', 'bowl', 'bottle', 'potted plant', 'cup', 'bottle', 'bowl', 'bottle', 'chair', 'bottle']",3,3,4,7,0.27676,0.27676,0.47473
145,b00000349_21i57n_20150518_001914e.jpg,"['couple', 'table']","['person', 'table', 'person']","['woman', 'table', 'plate', 'food']","['drunkard', ' chief executive officer', ' magnum', ' drunkard', ' cellular telephone', ' furnishing']",0.10746,0.2548,0.27152,2,3,4,0.32239,0.5096,0.40729,6,"['person', 'person', 'person']",3,"['person', 'person', 'person', 'bottle', 'cell phone']",5,"['person', 'person', 'person', 'wine glass', 'bottle']",5,"['person', 'person']",2,"['person', 'person']",2,"['person', 'person']",2,0.26951,0.20075,0.50368,0.48371,0.91577,0.50053,0.40427,0.22826,0.50368,0.5581,0.91577,0.49551,0.40427,0.40427,0.50368,0.50368,0.91577,0.91577,"['person', 'person', 'person', 'dining table', 'bottle', 'wine glass', 'bottle']",2,2,4,4,0.20246,0.35777,0.54318
146,b00000350_21i57n_20150518_001944e.jpg,"['table', 'wine']","['person', 'table', 'bathroom']","['man', 'kitchen', 'sink', 'bowl', 'food']","['entrepreneur', ' wineglass', ' vintner', ' wineglass', ' butter knife', ' furnishing']",0.19005,0.21086,0.42531,2,3,5,0.57014,0.42172,0.51037,6,"['person', 'diningtable', 'person']",3,"['person', 'knife', 'person', 'wine glass', 'bottle', 'bowl', 'bottle', 'dining table']",8,"['person', 'wine glass', 'person', 'cup', 'bottle', 'wine glass', 'bowl', 'knife', 'bottle', 'wine glass', 'dining table']",11,"['person', 'person', 'wine glass', 'bottle', 'bottle']",5,"['person', 'person', 'diningtable', 'diningtable', 'diningtable', 'bottle', 'diningtable', 'diningtable']",8,"['person', 'person', 'bottle', 'bottle', 'diningtable']",5,0.21696,0.209,0.39165,0.49529,0.67383,0.28929,0.23529,0.15627,0.56164,0.34858,0.4013,0.18908,0.13028,0.29885,0.33091,0.64263,0.26709,0.40075,"['person', 'person', 'bottle', 'bottle', 'wine glass', 'knife', 'dining table', 'bowl', 'cup', 'bottle', 'pizza', 'bottle']",2,3,5,8,0.20732,0.2513,0.65141
147,b00000351_21i57n_20150525_211914e.jpg,"['group', 'table']","['group', 'table', 'food']","['group', 'table', 'eating']","['vintner', ' director', ' retiree', ' employer', ' teacher', ' backpack', ' teacher', ' grandma']",0.09169,0.1547,0.14774,2,3,3,0.36675,0.41253,0.39397,8,"['person', 'person', 'person', 'person', 'diningtable', 'person']",6,"['person', 'person', 'person', 'person', 'dining table', 'person', 'person', 'bottle']",8,"['person', 'person', 'person', 'person', 'dining table', 'cup', 'cup', 'bowl', 'person']",9,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'bottle', 'person', 'bottle']",6,0.13254,0.14073,0.23599,0.23889,0.21633,0.23092,0.14281,0.12961,0.2585,0.22624,0.25003,0.22011,0.19881,0.19881,0.35399,0.35399,0.3245,0.3245,"['person', 'person', 'person', 'person', 'chair', 'person', 'person', 'bottle', 'cup', 'bottle', 'bottle', 'bowl', 'person', 'bottle', 'bowl', 'bowl', 'dining table', 'chair', 'bottle']",2,3,3,6,0.12131,0.3325,0.34176
148,b00000352_21i57n_20150525_211953e.jpg,"['group', 'table']","['group', 'table', 'bowl']","['man', 'shirt', 'photo']","['peddler', ' peddler', ' retiree', ' grandfather']",0.051,0.08941,0.18749,2,3,3,0.10199,0.11922,0.24999,4,"['person', 'person', 'person', 'person', 'diningtable']",5,"['person', 'person', 'dining table', 'person', 'person', 'chair', 'bowl', 'cup', 'cup', 'cup']",10,"['person', 'person', 'dining table', 'person', 'bowl', 'cup']",6,"['person', 'person', 'dining table', 'person', 'person']",5,"['person', 'person', 'diningtable', 'person']",4,"['person', 'person', 'person', 'chair', 'bottle', 'person']",6,0.15905,0.11936,0.26813,0.15377,0.21938,0.23175,0.16647,0.21007,0.26202,0.2541,0.25536,0.39104,0.19881,0.24312,0.33516,0.28873,0.27423,0.35185,"['person', 'person', 'dining table', 'bowl', 'bottle', 'person', 'bottle', 'cup', 'chair', 'bowl', 'cup', 'potted plant', 'cup']",2,3,3,7,0.08535,0.52049,0.19701
149,b00000355_21i57n_20150518_002218e.jpg,"['man', 'front', 'television']","['man', 'front', 'wine', 'glass']","['reflection', 'person', 'restaurant', 'meal']","['director', ' vintner', ' taster', ' wineglass', ' very important person', ' laptop']",0.24581,0.41783,0.42144,3,4,4,0.49163,0.62675,0.63216,6,"['person', 'person']",2,"['person', 'person', 'person']",3,"['person', 'person', 'person']",3,[],0,['person'],1,[],0,0.50197,0.50197,0.67594,0.67594,0.45334,0.45334,0,0.50197,0,0.67594,0,0.45334,0.50197,0,0.67594,0,0.45334,0,"['person', 'person', 'person', 'traffic light', 'fork', 'fork']",3,4,4,3,0.47246,0.62187,0.6909
150,b00000355_21i57n_20150525_212140e.jpg,"['group', 'table']","['group', 'table', 'food']","['man', 'bench', 'dog']","['peddler', ' minister', ' Frank', ' minister']",0.09448,0.19002,0.25212,2,3,3,0.18897,0.25336,0.33616,4,"['person', 'person', 'diningtable', 'person', 'person']",5,"['person', 'person', 'person', 'person', 'dining table', 'chair', 'bottle', 'bottle']",8,"['person', 'person', 'bowl', 'dining table', 'person', 'cup', 'cup', 'bowl', 'bottle']",9,"['person', 'person', 'dining table']",3,"['person', 'person', 'diningtable', 'person']",4,"['person', 'person', 'person', 'bottle', 'bottle']",5,0.15905,0.15526,0.30272,0.23481,0.2596,0.25322,0.1693,0.1244,0.33259,0.18765,0.30089,0.21946,0.19881,0.46175,0.3784,0.57149,0.3245,0.73413,"['person', 'person', 'person', 'dining table', 'bottle', 'bottle', 'bowl', 'bottle', 'cup', 'bowl', 'chair', 'bottle', 'bowl', 'cup', 'chair', 'bottle', 'cup', 'bottle', 'bottle', 'bottle', 'bowl']",2,3,3,6,0.12131,0.3325,0.32551
151,b00000356_21i57n_20150518_002247e.jpg,"['tv', 'table']","['tv', 'book', 'book']","['reflection', 'person', 'bathroom', 'sink']","['book', ' furnishing']",0.36535,0.70645,0.45438,2,3,4,0.36535,0.70645,0.45438,2,[],0,[],0,[],0,[],0,"['pottedplant', 'sofa', 'sofa']",3,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0.38211,0,0.52636,0,0.27744,0,"['potted plant', 'cup', 'person', 'book']",2,2,4,4,0.18579,0.3605,0.57572
152,b00000357_21i57n_20150518_002314e.jpg,"['view', 'kitchen', 'refrigerator']","['man', 'kitchen', 'bottle']","['man', 'kitchen', 'window']","['magnum', ' teacher', ' furnishing', ' furnishing']",0.28411,0.32423,0.33729,3,3,3,0.37881,0.43231,0.44972,4,"['chair', 'bottle']",2,"['bottle', 'bottle', 'bottle']",3,"['bottle', 'bottle', 'person']",3,['bottle'],1,[],0,"['bottle', 'bottle']",2,0.48235,0.36832,0.52042,0.38326,0.73575,0.73516,0.36832,0.43403,0.38326,0.48787,0.73516,0.79015,0,0.36832,0,0.38326,0,0.73516,"['bottle', 'bottle', 'bottle', 'vase', 'bed', 'bowl', 'chair', 'person']",3,3,3,6,0.36325,0.61539,0.41323
